CATEGORIA_,decimalLat,decimalLon,TIPO_den,año,TIPO_inf,Provincia
"3",10.148000000000000,-85.805999999999997,Suelos,"2019",erosion,Guanacaste
"1",10.538000000000000,-83.503000000000000,Agua,"2018",desvio,Limón
"4",9.936000000000000,-84.075999999999993,Mineria,"2018",extraccion tajo,San José
"2",9.945000000000000,-84.131000000000000,Vida silvestre,"2019",tenencia ilegal,San José
"2",10.430000000000000,-83.760000000000005,Vida silvestre,"2019",caceria,Limón
"3",9.609000000000000,-84.626999999999995,Suelos,"2019",quema,Puntarenas
"0",9.930999999999999,-84.081999999999994,Forestal,"2019",Anillado arboles,San José
"2",9.936000000000000,-84.066999999999993,Vida silvestre,"2019",caceria,San José
"3",9.404999999999999,-84.158000000000001,Suelos,"2019",erosion,Puntarenas
"2",9.449000000000000,-84.158000000000001,Vida silvestre,"2019",caceria,Puntarenas
"1",10.467000000000001,-84.968000000000004,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"3",10.324000000000000,-84.432000000000002,Suelos,"2019",movimiento,Alajuela
"3",10.304000000000000,-85.835999999999999,Suelos,"2019",movimiento,Guanacaste
"5",10.063000000000001,-84.078000000000003,Contaminacion aire,"2019",emision particulas,Heredia
"0",9.526999999999999,-84.477999999999994,Forestal,"2019",Invasion ASP,Puntarenas
"3",10.571000000000000,-85.677999999999997,Suelos,"2019",movimiento,Guanacaste
"1",9.946000000000000,-84.117999999999995,Agua,"2018",obras no autorizadas en cauce,San José
"3",10.468000000000000,-84.644000000000005,Suelos,"2019",contaminacion,Alajuela
"5",10.625000000000000,-85.676000000000002,Contaminacion aire,"2019",emision particulas,Guanacaste
"3",10.359999999999999,-84.474000000000004,Suelos,"2019",contaminacion,Alajuela
"1",9.930999999999999,-84.076999999999998,Agua,"2018",obras no autorizadas en cauce,San José
"3",10.628000000000000,-85.435000000000002,Suelos,"2019",erosion,Guanacaste
"2",10.539000000000000,-83.503000000000000,Vida silvestre,"2019",caceria,Limón
"1",9.926000000000000,-84.075999999999993,Agua,"2018",contaminacion,San José
"3",9.379000000000000,-84.144000000000005,Suelos,"2019",movimiento,Puntarenas
"3",9.390000000000001,-84.150999999999996,Suelos,"2019",erosion,Puntarenas
"3",8.693000000000000,-83.676000000000002,Suelos,"2019",quema,Puntarenas
"2",9.951000000000001,-84.113000000000000,Vida silvestre,"2019",caceria,San José
"3",10.465999999999999,-84.665000000000006,Suelos,"2019",movimiento,Alajuela
"3",10.548999999999999,-85.697000000000003,Suelos,"2019",erosion,Guanacaste
"1",9.973000000000001,-84.846999999999994,Agua,"2018",contaminacion,Puntarenas
"3",10.397000000000000,-84.134000000000000,Suelos,"2019",erosion,Heredia
"3",9.936999999999999,-84.102999999999994,Suelos,"2019",erosion,San José
"1",10.627000000000001,-85.438999999999993,Agua,"2018",desvio,Guanacaste
"1",9.426000000000000,-84.159999999999997,Agua,"2018",contaminacion,Puntarenas
"2",10.451000000000001,-84.272000000000006,Vida silvestre,"2019",caceria,Alajuela
"4",8.404999999999999,-83.281999999999996,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"2",9.973000000000001,-84.847999999999999,Vida silvestre,"2019",caceria,Puntarenas
"2",9.878000000000000,-85.521000000000001,Vida silvestre,"2019",caceria,Guanacaste
"3",10.467000000000001,-84.632000000000005,Suelos,"2019",movimiento,Alajuela
"2",10.233000000000001,-85.840000000000003,Vida silvestre,"2019",caceria,Guanacaste
"3",10.009000000000000,-84.241000000000000,Suelos,"2019",erosion,Alajuela
"3",9.638999999999999,-82.686000000000007,Suelos,"2019",movimiento,Limón
"1",9.614000000000001,-84.631000000000000,Agua,"2018",contaminacion,Puntarenas
"3",10.335000000000001,-85.847999999999999,Suelos,"2019",erosion,Guanacaste
"1",9.427000000000000,-84.114000000000004,Agua,"2018",contaminacion,Puntarenas
"3",9.928000000000001,-84.058000000000007,Suelos,"2019",contaminacion,San José
"2",10.393000000000001,-84.474999999999994,Vida silvestre,"2019",caceria,Alajuela
"0",10.298000000000000,-84.817999999999998,Forestal,"2019",Incendio,Puntarenas
"0",10.782999999999999,-85.043000000000006,Forestal,"2019",Invasion ASP,Alajuela
"2",10.472000000000000,-84.646000000000001,Vida silvestre,"2019",tenencia ilegal,Alajuela
"3",10.473000000000001,-84.614999999999995,Suelos,"2019",erosion,Alajuela
"5",9.612000000000000,-84.629000000000005,Contaminacion aire,"2019",emision particulas,Puntarenas
"3",9.930000000000000,-84.058000000000007,Suelos,"2018",erosion,San José
"0",10.436999999999999,-84.731999999999999,Forestal,"2019",Tala,Alajuela
"2",10.468000000000000,-84.644999999999996,Vida silvestre,"2019",caceria,Alajuela
"3",9.994999999999999,-85.694999999999993,Suelos,"2018",contaminacion,Guanacaste
"3",8.535000000000000,-83.305999999999997,Suelos,"2018",quema,Puntarenas
"2",9.651000000000000,-85.067999999999998,Vida silvestre,"2019",caceria,Puntarenas
"3",10.465999999999999,-84.664000000000001,Suelos,"2018",movimiento,Alajuela
"1",9.625999999999999,-85.153999999999996,Agua,"2018",contaminacion,Puntarenas
"1",10.302000000000000,-85.837000000000003,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"3",9.612000000000000,-84.626999999999995,Suelos,"2018",erosion,Puntarenas
"3",9.106000000000000,-83.691000000000003,Suelos,"2018",quema,Puntarenas
"0",9.930999999999999,-84.072000000000003,Forestal,"2019",Tala,San José
"3",8.723000000000001,-83.647999999999996,Suelos,"2018",movimiento,Puntarenas
"4",9.919000000000000,-84.138000000000005,Mineria,"2018",extraccion tajo,San José
"2",10.007000000000000,-83.064999999999998,Vida silvestre,"2019",tenencia ilegal,Limón
"2",10.430000000000000,-85.790999999999997,Vida silvestre,"2019",caceria,Guanacaste
"5",10.009000000000000,-84.275999999999996,Contaminacion aire,"2019",mal olor,Alajuela
"1",10.006000000000000,-83.063999999999993,Agua,"2018",contaminacion,Limón
"1",10.468000000000000,-84.644000000000005,Agua,"2018",desvio,Alajuela
"5",9.977000000000000,-84.162999999999997,Contaminacion aire,"2019",emision particulas,Heredia
"1",9.990000000000000,-83.034000000000006,Agua,"2018",obras no autorizadas en cauce,Limón
"1",9.973000000000001,-84.840999999999994,Agua,"2018",contaminacion,Puntarenas
"4",9.940000000000000,-84.013000000000005,Mineria,"2018",extraccion tajo,San José
"2",9.888999999999999,-84.131000000000000,Vida silvestre,"2018",caceria,San José
"4",10.582000000000001,-85.659999999999997,Mineria,"2018",sedimentacion cuerpo agua,Guanacaste
"3",10.500999999999999,-84.697999999999993,Suelos,"2018",erosion,Alajuela
"3",10.063000000000001,-84.078999999999994,Suelos,"2018",movimiento,Heredia
"1",10.071999999999999,-84.242999999999995,Agua,"2019",contaminacion,Alajuela
"3",10.319000000000001,-84.512000000000000,Suelos,"2018",movimiento,Alajuela
"2",10.465999999999999,-84.644999999999996,Vida silvestre,"2018",caceria,Alajuela
"3",9.521000000000001,-84.448999999999998,Suelos,"2018",movimiento,Puntarenas
"3",10.320000000000000,-84.820999999999998,Suelos,"2018",contaminacion,Puntarenas
"3",10.292000000000000,-84.831000000000003,Suelos,"2018",movimiento,Puntarenas
"3",10.318000000000000,-84.822999999999993,Suelos,"2018",movimiento,Puntarenas
"1",9.932000000000000,-84.072000000000003,Agua,"2018",contaminacion,San José
"2",10.491000000000000,-85.019000000000005,Vida silvestre,"2018",caceria,Guanacaste
"3",10.536000000000000,-85.671000000000006,Suelos,"2018",movimiento,Guanacaste
"0",10.403000000000000,-85.793999999999997,Forestal,"2019",Tala,Guanacaste
"3",10.888999999999999,-84.787000000000006,Suelos,"2018",quema,Alajuela
"3",10.310000000000000,-84.816000000000003,Suelos,"2018",contaminacion,Puntarenas
"3",9.930999999999999,-84.072999999999993,Suelos,"2018",movimiento,San José
"1",9.933999999999999,-84.962999999999994,Agua,"2018",contaminacion,Puntarenas
"3",9.972000000000000,-84.162999999999997,Suelos,"2018",quema,Heredia
"4",10.640000000000001,-85.650999999999996,Mineria,"2018",extraccion tajo,Guanacaste
"4",10.377000000000001,-84.376000000000005,Mineria,"2018",extraccion tajo,Alajuela
"5",10.637000000000000,-85.641999999999996,Contaminacion aire,"2019",emision particulas,Guanacaste
"4",9.936000000000000,-84.096999999999994,Mineria,"2018",extraccion tajo,San José
"4",10.542000000000000,-85.721999999999994,Mineria,"2018",extraccion tajo,Guanacaste
"0",10.552000000000000,-83.510000000000005,Forestal,"2019",Invasion ASP,Limón
"3",9.409000000000001,-84.153999999999996,Suelos,"2018",erosion,Puntarenas
"5",10.396000000000001,-85.808999999999997,Contaminacion aire,"2019",emision particulas,Guanacaste
"4",9.420999999999999,-84.158000000000001,Mineria,"2018",extraccion tajo,Puntarenas
"4",9.599000000000000,-84.319000000000003,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"1",9.071999999999999,-83.656000000000006,Agua,"2018",obras no autorizadas en cauce,Puntarenas
"1",9.615000000000000,-84.629999999999995,Agua,"2018",contaminacion,Puntarenas
"2",10.532999999999999,-84.662000000000006,Vida silvestre,"2018",caceria,Alajuela
"3",9.992000000000001,-83.031999999999996,Suelos,"2018",movimiento,Limón
"4",9.932000000000000,-84.096999999999994,Mineria,"2018",extraccion tajo,San José
"3",10.285000000000000,-84.185000000000002,Suelos,"2018",movimiento,Alajuela
"3",9.625000000000000,-85.150000000000006,Suelos,"2018",movimiento,Puntarenas
"3",9.427000000000000,-84.161000000000001,Suelos,"2018",movimiento,Puntarenas
"1",10.568000000000000,-85.680999999999997,Agua,"2018",contaminacion,Guanacaste
"1",10.307000000000000,-85.826999999999998,Agua,"2018",contaminacion,Guanacaste
"2",10.190000000000000,-85.828000000000003,Vida silvestre,"2018",caceria,Guanacaste
"0",8.537000000000001,-83.305999999999997,Forestal,"2019",Invasion ASP,Puntarenas
"1",9.960000000000001,-85.677999999999997,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"1",9.930999999999999,-84.079999999999998,Agua,"2018",obras no autorizadas en cauce,San José
"3",9.949000000000000,-84.108000000000004,Suelos,"2018",movimiento,San José
"3",10.179000000000000,-84.152000000000001,Suelos,"2018",movimiento,Heredia
"3",9.618000000000000,-84.631000000000000,Suelos,"2018",contaminacion,Puntarenas
"2",10.292000000000000,-84.828999999999994,Vida silvestre,"2018",caceria,Puntarenas
"1",8.643000000000001,-82.944999999999993,Agua,"2018",contaminacion,Puntarenas
"2",9.928000000000001,-84.213999999999999,Vida silvestre,"2018",caceria,San José
"3",9.614000000000001,-84.632000000000005,Suelos,"2018",quema,Puntarenas
"4",9.930999999999999,-84.070999999999998,Mineria,"2018",sedimentacion cuerpo agua,San José
"3",10.292999999999999,-84.930999999999997,Suelos,"2018",quema,Guanacaste
"2",10.295000000000000,-85.843000000000004,Vida silvestre,"2018",caceria,Guanacaste
"3",9.973000000000001,-84.164000000000001,Suelos,"2018",contaminacion,Heredia
"3",10.513000000000000,-85.646000000000001,Suelos,"2018",movimiento,Guanacaste
"2",9.641999999999999,-82.721000000000004,Vida silvestre,"2018",tenencia ilegal,Limón
"5",9.851000000000001,-85.400999999999996,Contaminacion aire,"2019",emision particulas,Guanacaste
"4",9.699000000000000,-84.667000000000002,Mineria,"2018",extraccion tajo,Puntarenas
"5",9.941000000000001,-84.171000000000006,Contaminacion aire,"2019",mal olor,San José
"1",10.452999999999999,-84.004999999999995,Agua,"2019",desvio,Heredia
"5",9.949999999999999,-84.078999999999994,Contaminacion aire,"2019",mal olor,San José
"2",10.210000000000001,-83.858000000000004,Vida silvestre,"2018",caceria,Limón
"4",9.974000000000000,-84.156000000000006,Mineria,"2018",extraccion tajo,Heredia
"0",9.928000000000001,-84.105000000000004,Forestal,"2019",Tala,San José
"2",10.548000000000000,-85.697999999999993,Vida silvestre,"2018",caceria,Guanacaste
"0",9.994000000000000,-85.703000000000003,Forestal,"2019",Incendio,Guanacaste
"4",9.429000000000000,-84.161000000000001,Mineria,"2018",extraccion tajo,Puntarenas
"2",10.429000000000000,-85.792000000000002,Vida silvestre,"2018",caceria,Guanacaste
"2",9.410000000000000,-83.665000000000006,Vida silvestre,"2018",caceria,San José
"3",10.085000000000001,-84.465999999999994,Suelos,"2018",movimiento,Alajuela
"2",9.935000000000000,-84.525000000000006,Vida silvestre,"2018",caceria,Alajuela
"5",9.795999999999999,-83.885999999999996,Contaminacion aire,"2019",mal olor,Cartago
"1",9.960000000000001,-85.677999999999997,Agua,"2019",contaminacion,Guanacaste
"0",10.333000000000000,-83.953999999999994,Forestal,"2019",Tala,Heredia
"5",9.943000000000000,-84.156000000000006,Contaminacion aire,"2018",emision particulas,San José
"4",9.154999999999999,-83.748000000000005,Mineria,"2018",extraccion tajo,Puntarenas
"3",9.928000000000001,-84.103999999999999,Suelos,"2018",movimiento,San José
"0",10.771000000000001,-83.593999999999994,Forestal,"2019",Tala,Limón
"1",10.372000000000000,-84.340999999999994,Agua,"2019",contaminacion,Alajuela
"3",10.304000000000000,-83.350999999999999,Suelos,"2018",quema,Limón
"0",8.787000000000001,-83.623999999999995,Forestal,"2019",Tala,Puntarenas
"2",10.468000000000000,-84.957999999999998,Vida silvestre,"2018",caceria,Guanacaste
"2",9.989000000000001,-84.308999999999997,Vida silvestre,"2018",tenencia ilegal,Alajuela
"3",9.932000000000000,-84.091999999999999,Suelos,"2018",erosion,San José
"3",9.930999999999999,-84.079999999999998,Suelos,"2018",quema,San José
"3",9.670000000000000,-83.974999999999994,Suelos,"2018",contaminacion,San José
"3",9.878000000000000,-85.522999999999996,Suelos,"2018",movimiento,Guanacaste
"2",9.654000000000000,-82.753000000000000,Vida silvestre,"2018",caceria,Limón
"1",10.470000000000001,-84.646000000000001,Agua,"2019",obras no autorizadas en cauce,Alajuela
"3",9.930000000000000,-84.106999999999999,Suelos,"2018",movimiento,San José
"1",9.352000000000000,-83.688999999999993,Agua,"2019",contaminacion,San José
"1",9.978000000000000,-84.774000000000001,Agua,"2019",contaminacion,Puntarenas
"1",9.929000000000000,-84.069999999999993,Agua,"2019",obras no autorizadas en cauce,San José
"3",10.095000000000001,-84.378000000000000,Suelos,"2018",movimiento,Alajuela
"3",9.813000000000001,-83.863000000000000,Suelos,"2018",movimiento,Cartago
"3",9.935000000000000,-84.076999999999998,Suelos,"2018",movimiento,San José
"3",10.452000000000000,-84.007000000000005,Suelos,"2018",quema,Heredia
"3",10.449000000000000,-84.061999999999998,Suelos,"2018",quema,Heredia
"4",9.442000000000000,-84.165999999999997,Mineria,"2018",extraccion tajo,Puntarenas
"3",8.635999999999999,-83.167000000000002,Suelos,"2018",quema,Puntarenas
"3",9.990000000000000,-83.031999999999996,Suelos,"2018",movimiento,Limón
"1",9.426000000000000,-84.159999999999997,Agua,"2019",contaminacion,Puntarenas
"4",9.932000000000000,-84.075000000000003,Mineria,"2018",sedimentacion cuerpo agua,San José
"2",10.334000000000000,-85.849999999999994,Vida silvestre,"2018",caceria,Guanacaste
"2",9.614000000000001,-84.631000000000000,Vida silvestre,"2018",caceria,Puntarenas
"1",9.958000000000000,-84.079999999999998,Agua,"2019",obras no autorizadas en cauce,San José
"2",9.932000000000000,-84.067999999999998,Vida silvestre,"2018",caceria,San José
"3",10.337999999999999,-83.957999999999998,Suelos,"2018",quema,Heredia
"4",10.206000000000000,-83.781999999999996,Mineria,"2018",extraccion tajo,Limón
"3",10.473000000000001,-85.781000000000006,Suelos,"2018",quema,Guanacaste
"3",9.717000000000001,-82.819000000000003,Suelos,"2018",contaminacion,Limón
"0",9.737000000000000,-82.840999999999994,Forestal,"2019",Invasion ASP,Limón
"5",10.483000000000001,-84.697000000000003,Contaminacion aire,"2018",mal olor,Alajuela
"3",10.502000000000001,-84.701999999999998,Suelos,"2018",movimiento,Alajuela
"3",9.930000000000000,-84.082999999999998,Suelos,"2018",movimiento,San José
"3",10.211000000000000,-83.789000000000001,Suelos,"2018",erosion,Limón
"3",10.308000000000000,-85.819000000000003,Suelos,"2018",movimiento,Guanacaste
"4",10.298000000000000,-85.840000000000003,Mineria,"2018",extraccion tajo,Guanacaste
"0",10.302000000000000,-85.837000000000003,Forestal,"2019",Invasion ASP,Guanacaste
"3",9.690000000000000,-85.102999999999994,Suelos,"2018",movimiento,Puntarenas
"2",9.611000000000001,-84.629000000000005,Vida silvestre,"2019",tenencia ilegal,Puntarenas
"4",9.715999999999999,-85.018000000000001,Mineria,"2018",extraccion tajo,Puntarenas
"2",9.766000000000000,-83.799999999999997,Vida silvestre,"2019",caceria,Cartago
"1",10.148000000000000,-85.805999999999997,Agua,"2019",desvio,Guanacaste
"3",10.733000000000001,-85.052999999999997,Suelos,"2018",movimiento,Alajuela
"3",9.611000000000001,-84.628000000000000,Suelos,"2018",movimiento,Puntarenas
"2",9.789999999999999,-83.855000000000004,Vida silvestre,"2019",caceria,Cartago
"1",8.958000000000000,-83.454999999999998,Agua,"2019",contaminacion,Puntarenas
"3",10.087000000000000,-84.468999999999994,Suelos,"2018",quema,Alajuela
"4",10.459000000000000,-84.462000000000003,Mineria,"2018",extraccion tajo,Alajuela
"3",10.497000000000000,-84.915999999999997,Suelos,"2018",quema,Guanacaste
"4",9.484000000000000,-84.299000000000007,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"3",9.185000000000000,-83.338999999999999,Suelos,"2018",quema,Puntarenas
"3",8.369000000000000,-83.144000000000005,Suelos,"2018",contaminacion,Puntarenas
"3",10.538000000000000,-83.501999999999995,Suelos,"2018",movimiento,Limón
"2",9.930999999999999,-84.072999999999993,Vida silvestre,"2019",caceria,San José
"2",10.301000000000000,-84.804000000000002,Vida silvestre,"2019",caceria,Puntarenas
"3",9.378000000000000,-84.141999999999996,Suelos,"2019",movimiento,Puntarenas
"3",10.297000000000001,-85.840999999999994,Suelos,"2019",quema,Guanacaste
"4",9.936000000000000,-84.099000000000004,Mineria,"2019",sedimentacion cuerpo agua,San José
"2",10.481000000000000,-84.643000000000001,Vida silvestre,"2019",tenencia ilegal,Alajuela
"1",10.029999999999999,-84.224999999999994,Agua,"2019",contaminacion,Alajuela
"3",10.528000000000000,-83.498999999999995,Suelos,"2019",quema,Limón
"1",10.896000000000001,-85.013999999999996,Agua,"2019",obras no autorizadas en cauce,Alajuela
"3",9.997000000000000,-84.113000000000000,Suelos,"2019",quema,Heredia
"1",9.422000000000001,-84.165999999999997,Agua,"2019",contaminacion,Puntarenas
"2",9.379000000000000,-84.144999999999996,Vida silvestre,"2019",caceria,Puntarenas
"3",9.930999999999999,-84.072000000000003,Suelos,"2019",movimiento,San José
"5",10.571999999999999,-85.677000000000007,Contaminacion aire,"2018",mal olor,Guanacaste
"1",10.334000000000000,-85.847999999999999,Agua,"2019",desvio,Guanacaste
"2",10.571000000000000,-85.677000000000007,Vida silvestre,"2019",caceria,Guanacaste
"3",10.137000000000000,-84.477999999999994,Suelos,"2019",quema,Alajuela
"2",9.407999999999999,-84.153999999999996,Vida silvestre,"2019",caceria,Puntarenas
"5",9.643000000000001,-84.626999999999995,Contaminacion aire,"2018",mal olor,Puntarenas
"0",10.573000000000000,-85.677000000000007,Forestal,"2019",Invasion ASP,Guanacaste
"3",9.872000000000000,-83.677000000000007,Suelos,"2019",movimiento,Cartago
"0",10.548999999999999,-85.695999999999998,Forestal,"2019",Tala,Guanacaste
"1",9.689000000000000,-85.099000000000004,Agua,"2019",desvio,Puntarenas
"1",10.573000000000000,-85.673000000000002,Agua,"2019",obras no autorizadas en cauce,Guanacaste
"2",10.573000000000000,-85.677000000000007,Vida silvestre,"2019",caceria,Guanacaste
"3",9.741000000000000,-84.581999999999994,Suelos,"2019",movimiento,Puntarenas
"3",9.426000000000000,-84.138000000000005,Suelos,"2019",erosion,Puntarenas
"2",9.436000000000000,-84.155000000000001,Vida silvestre,"2019",tenencia ilegal,Puntarenas
"3",9.417999999999999,-84.161000000000001,Suelos,"2019",movimiento,Puntarenas
"4",9.940000000000000,-84.076999999999998,Mineria,"2018",sedimentacion cuerpo agua,San José
"0",10.301000000000000,-84.802999999999997,Forestal,"2019",Incendio,Puntarenas
"1",10.029000000000000,-84.012000000000000,Agua,"2019",desvio,Heredia
"3",9.976000000000001,-84.159999999999997,Suelos,"2019",contaminacion,Heredia
"2",9.638999999999999,-82.716999999999999,Vida silvestre,"2019",tenencia ilegal,Limón
"4",9.926000000000000,-84.141000000000005,Mineria,"2018",sedimentacion cuerpo agua,San José
"3",10.465000000000000,-85.777000000000001,Suelos,"2019",movimiento,Guanacaste
"3",9.613000000000000,-84.623999999999995,Suelos,"2019",movimiento,Puntarenas
"2",9.879000000000000,-85.527000000000001,Vida silvestre,"2019",tenencia ilegal,Guanacaste
"0",9.484000000000000,-84.299999999999997,Forestal,"2019",Tala,Puntarenas
"0",9.409000000000001,-84.153000000000006,Forestal,"2018",Tala,Puntarenas
"3",9.878000000000000,-85.522000000000006,Suelos,"2019",contaminacion,Guanacaste
"3",9.249000000000001,-83.863000000000000,Suelos,"2019",movimiento,Puntarenas
"4",10.574999999999999,-85.676000000000002,Mineria,"2018",sedimentacion cuerpo agua,Guanacaste
"2",9.974000000000000,-84.159999999999997,Vida silvestre,"2019",caceria,Heredia
"3",10.041000000000000,-84.379000000000005,Suelos,"2019",contaminacion,Alajuela
"2",9.996000000000000,-83.775999999999996,Vida silvestre,"2019",caceria,Cartago
"3",10.493000000000000,-84.688000000000002,Suelos,"2019",contaminacion,Alajuela
"1",9.903000000000000,-83.683000000000007,Agua,"2018",obras no autorizadas en cauce,Cartago
"2",9.526000000000000,-84.456000000000003,Vida silvestre,"2019",caceria,Puntarenas
"3",9.173000000000000,-83.744000000000000,Suelos,"2019",erosion,Puntarenas
"4",9.897000000000000,-84.137000000000000,Mineria,"2018",sedimentacion cuerpo agua,San José
"4",10.050000000000001,-84.206000000000003,Mineria,"2018",sedimentacion cuerpo agua,Alajuela
"4",9.973000000000001,-84.849000000000004,Mineria,"2018",extraccion tajo,Puntarenas
"1",9.935000000000000,-84.076999999999998,Agua,"2018",desvio,San José
"4",9.917000000000000,-84.141000000000005,Mineria,"2018",extraccion tajo,San José
"0",9.638999999999999,-82.686999999999998,Forestal,"2018",Tala,Limón
"0",9.669000000000000,-83.974999999999994,Forestal,"2018",Tala,San José
"4",9.830000000000000,-83.652000000000001,Mineria,"2018",extraccion tajo,Cartago
